1	Oxidoreductases
4.2.1.108	Ectoine synthase
4.2.1.109	Methylthioribulose 1-phosphate dehydratase
4.2.1.110	Aldos-2-ulose dehydratase
4.2.1.111	1,5-anhydro-D-fructose dehydratase
4.2.1.112	Acetylene hydratase
4.2.1.113	o-succinylbenzoate synthase
4.2.1.114	Methanogen homoaconitase
4.2.1.115	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
4.2.1.116	3-hydroxypropionyl-CoA dehydratase
4.2.1.117	2-methylcitrate dehydratase (2-methyl-trans-aconitate forming)
4.2.1.118	3-dehydroshikimate dehydratase
4.2.1.119	Enoyl-CoA hydratase 2
4.2.1.120	4-hydroxybutanoyl-CoA dehydratase
4.2.1.121	Colneleate synthase
4.2.1.122	Tryptophan synthase (indole-salvaging)
4.2.1.123	Tetrahymanol synthase
4.2.1.124	Arabidiol synthase
4.2.1.125	Dammarenediol II synthase
4.2.1.126	N-acetylmuramic acid 6-phosphate etherase
4.2.1.127	Linalool dehydratase
4.2.1.128	Lupan-3-beta,20-diol synthase
4.2.1.129	Squalene--hopanol cyclase
4.2.1.130	D-lactate dehydratase
4.2.1.131	Carotenoid 1,2-hydratase
4.2.1.132	2-hydroxyhexa-2,4-dienoate hydratase
4.2.1.133	Copal-8-ol diphosphate hydratase
4.2.1.134	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase
4.2.1.135	UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining)
4.2.1.136	ADP-dependent NAD(P)H-hydrate dehydratase
4.2.1.137	Sporulenol synthase
4.2.1.138	(+)-caryolan-1-ol synthase
4.2.1.139	Medicarpin synthase
4.2.1.140	Gluconate/galactonate dehydratase
4.2.1.141	2-dehydro-3-deoxy-D-arabinonate dehydratase
4.2.1.142	5'-oxoaverantin cyclase
4.2.1.143	Versicolorin B synthase
4.2.1.144	3-amino-5-hydroxybenzoate synthase
4.2.1.145	Capreomycidine synthase
4.2.1.146	L-galactonate dehydratase
4.2.1.147	5,6,7,8-tetrahydromethanopterin hydro-lyase
4.2.1.148	2-methylfumaryl-CoA hydratase
4.2.1.149	Crotonobetainyl-CoA hydratase
4.2.1.150	Short-chain-enoyl-CoA hydratase
4.2.1.151	Chorismate dehydratase
4.2.1.152	Hydroperoxy icosatetraenoate dehydratase
4.2.1.153	3-methylfumaryl-CoA hydratase
4.2.1.154	Tetracenomycin F2 cyclase
4.2.1.155	Methylthioacryloyl-CoA hydratase
4.2.1.156	L-talarate dehydratase
4.2.1.157	(R)-2-hydroxyisocaproyl-CoA dehydratase
4.2.1.158	Galactarate dehydratase (D-threo-forming)
4.2.1.159	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase
4.2.1.160	isomerase/dehydratase
4.2.1.161	Bisanhydrobacterioruberin hydratase
4.2.2.1	Hyaluronate lyase
4.2.2.2	Pectate lyase
4.2.2.3	Mannuronate-specific alginate lyase
4.2.2.4	Transferred entry: 4.2.2.20 and 4.2.2.21
4.2.2.5	Chondroitin AC lyase
4.2.2.6	Oligogalacturonide lyase
4.2.2.7	Heparin lyase
4.2.2.8	Heparin-sulfate lyase
4.2.2.9	Pectate disaccharide-lyase
4.2.2.10	Pectin lyase
4.2.2.11	Guluronate-specific alginate lyase
4.2.2.12	Xanthan lyase
4.2.2.13	Exo-(1->4)-alpha-D-glucan lyase
4.2.2.14	Glucuronan lyase
4.2.2.15	Anhydrosialidase
4.2.2.16	Levan fructotransferase (DFA-IV-forming)
4.2.2.17	Inulin fructotransferase (DFA-I-forming)
4.2.2.18	Inulin fructotransferase (DFA-III-forming)
4.2.2.19	Chondroitin B lyase
4.2.2.20	Chondroitin-sulfate-ABC endolyase
4.2.2.21	Chondroitin-sulfate-ABC exolyase
4.2.2.22	Pectate trisaccharide-lyase
4.2.2.23	Rhamnogalacturonan endolyase
4.2.2.24	Rhamnogalacturonan exolyase
4.2.2.25	Gellan lyase
4.2.2.26	Oligo-alginate lyase
4.2.3.1	Threonine synthase
4.2.3.2	Ethanolamine-phosphate phospho-lyase
4.2.3.3	Methylglyoxal synthase
4.2.3.4	3-dehydroquinate synthase
4.2.3.5	Chorismate synthase
4.2.3.6	Trichodiene synthase
4.2.3.7	Pentalenene synthase
4.2.3.8	Casbene synthase
4.2.3.9	Aristolochene synthase
4.2.3.10	(-)-endo-fenchol synthase
4.2.3.11	Sabinene-hydrate synthase
4.2.3.12	6-pyruvoyltetrahydropterin synthase
4.2.3.13	(+)-delta-cadinene synthase
4.2.3.14	Transferred entry: 4.2.3.119 and 4.2.3.120
4.2.3.15	Myrcene synthase
4.2.3.16	(4S)-limonene synthase
4.2.3.17	Taxadiene synthase
4.2.3.18	Abieta-7,13-diene synthase
4.2.3.19	Ent-kaurene synthase
4.2.3.20	(R)-limonene synthase
4.2.3.21	Vetispiradiene synthase
4.2.3.22	Germacradienol synthase
4.2.3.23	Germacrene-A synthase
4.2.3.24	Amorpha-4,11-diene synthase
4.2.3.25	S-linalool synthase
4.2.3.26	R-linalool synthase
4.2.3.27	Isoprene synthase
4.2.3.28	Ent-cassa-12,15-diene synthase
4.2.3.29	Ent-sandaracopimaradiene synthase
4.2.3.30	Ent-pimara-8(14),15-diene synthase
4.2.3.31	Ent-pimara-9(11),15-diene synthase
4.2.3.32	Levopimaradiene synthase
4.2.3.33	Stemar-13-ene synthase
4.2.3.34	Stemod-13(17)-ene synthase
4.2.3.35	Syn-pimara-7,15-diene synthase
4.2.3.36	Terpentetriene synthase
4.2.3.37	Epi-isozizaene synthase
4.2.3.38	Alpha-bisabolene synthase
4.2.3.39	Epi-cedrol synthase
4.2.3.40	(Z)-gamma-bisabolene synthase
4.2.3.41	Elisabethatriene synthase
4.2.3.42	Aphidicolan-16-beta-ol synthase
4.2.3.43	Fusicocca-2,10(14)-diene synthase
4.2.3.44	Isopimara-7,15-diene synthase
4.2.3.45	Phyllocladan-16-alpha-ol synthase
4.2.3.46	Alpha-farnesene synthase
4.2.3.47	Beta-farnesene synthase
4.2.3.48	(3S,6E)-nerolidol synthase
4.2.3.49	(3R,6E)-nerolidol synthase
4.2.3.50	(+)-alpha-santalene synthase ((2Z,6Z)-farnesyl diphosphate cyclizing)
4.2.3.51	Beta-phellandrene synthase (neryl-diphosphate-cyclizing)
4.2.3.52	(4S)-beta-phellandrene synthase (geranyl-diphosphate-cyclizing)
4.2.3.53	cyclizing)
4.2.3.54	cyclizing)
4.2.3.55	(S)-beta-bisabolene synthase
4.2.3.56	Gamma-humulene synthase
4.2.3.57	(-)-beta-caryophyllene synthase
4.2.3.58	Longifolene synthase
4.2.3.59	(E)-gamma-bisabolene synthase
4.2.3.60	Germacrene C synthase
4.2.3.61	5-epiaristolochene synthase
4.2.3.62	(-)-gamma-cadinene synthase ((2Z,6E)-farnesyl diphosphate cyclizing)
4.2.3.63	(+)-cubenene synthase
4.2.3.64	(+)-epicubenol synthase
4.2.3.65	Zingiberene synthase
4.2.3.66	Beta-selinene cyclase
4.2.3.67	Cis-muuroladiene synthase
4.2.3.68	Beta-eudesmol synthase
4.2.3.69	(+)-alpha-barbatene synthase
4.2.3.70	Patchoulol synthase
4.2.3.71	(E,E)-germacrene B synthase
4.2.3.72	Alpha-gurjunene synthase
4.2.3.73	Valencene synthase
4.2.3.74	Presilphiperfolanol synthase
4.2.3.75	(-)-germacrene D synthase
4.2.3.76	(+)-delta-selinene synthase
4.2.3.77	(+)-germacrene D synthase
4.2.3.78	Beta-chamigrene synthase
4.2.3.79	Thujopsene synthase
4.2.3.80	Alpha-longipinene synthase
4.2.3.81	Exo-alpha-bergamotene synthase
4.2.3.82	Alpha-santalene synthase
4.2.3.83	Beta-santalene synthase
4.2.3.84	10-epi-gamma-eudesmol synthase
4.2.3.85	Alpha-eudesmol synthase
4.2.3.86	7-epi-alpha-selinene synthase
4.2.3.87	Alpha-guaiene synthase
4.2.3.88	Viridiflorene synthase
4.2.3.89	(+)-beta-caryophyllene synthase
4.2.3.90	5-epi-alpha-selinene synthase
4.2.3.91	Cubebol synthase
4.2.3.92	(+)-gamma-cadinene synthase
4.2.3.93	Delta-guaiene synthase
4.2.3.94	Gamma-curcumene synthase
4.2.3.95	(-)-alpha-cuprenene synthase
4.2.3.96	Avermitilol synthase
4.2.3.97	(-)-delta-cadinene synthase
4.2.3.98	(+)-T-muurolol synthase
4.2.3.99	Labdatriene synthase
4.2.3.100	Bicyclogermacrene synthase
4.2.3.101	7-epi-sesquithujene synthase
4.2.3.102	Sesquithujene synthase
4.2.3.103	Ent-isokaurene synthase
4.2.3.104	Alpha-humulene synthase
4.2.3.105	Tricyclene synthase
4.2.3.106	(E)-beta-ocimene synthase
4.2.3.107	(+)-car-3-ene synthase
4.2.3.108	1,8-cineole synthase
4.2.3.109	(-)-sabinene synthase
4.2.3.110	(+)-sabinene synthase
4.2.3.111	(-)-alpha-terpineol synthase
4.2.3.112	(+)-alpha-terpineol synthase
4.2.3.113	Terpinolene synthase
4.2.3.114	Gamma-terpinene synthase
4.2.3.115	Alpha-terpinene synthase
4.2.3.116	(+)-camphene synthase
4.2.3.117	(-)-camphene synthase
4.2.3.118	2-methylisoborneol synthase
4.2.3.119	(-)-alpha-pinene synthase
4.2.3.120	(-)-beta-pinene synthase
4.2.3.121	(+)-alpha-pinene synthase
4.2.3.122	(+)-beta-pinene synthase
4.2.3.123	Beta-sesquiphellandrene synthase
4.2.3.124	2-deoxy-scyllo-inosose synthase
4.2.3.125	Alpha-muurolene synthase
4.2.3.126	Gamma-muurolene synthase
4.2.3.127	Beta-copaene synthase
4.2.3.128	Beta-cubebene synthase
4.2.3.129	(+)-sativene synthase
4.2.3.130	Tetraprenyl-beta-curcumene synthase
4.2.3.131	Miltiradiene synthase
4.2.3.132	Neoabietadiene synthase
4.2.3.133	Alpha-copaene synthase
4.2.3.134	5-phosphonooxy-L-lysine phospho-lyase
4.2.3.135	Delta(6)-protoilludene synthase
4.2.3.136	Alpha-isocomene synthase
4.2.3.137	(E)-2-epi-beta-caryophyllene synthase
4.2.3.138	(+)-epi-alpha-bisabolol synthase
4.2.3.139	Valerena-4,7(11)-diene synthase
4.2.3.140	Cis-abienol synthase
4.2.3.141	Sclareol synthase
4.2.3.142	7-epizingiberene synthase ((2Z,6Z)-farnesyl diphosphate cyclizing)
4.2.3.143	Kunzeaol synthase
4.2.3.144	Geranyllinalool synthase
4.2.3.145	Ophiobolin F synthase
4.2.3.146	Cyclooctat-9-en-7-ol synthase
4.2.3.147	Pimaradiene synthase
4.2.3.148	Cembrene C synthase
4.2.3.149	Nephthenol synthase
4.2.3.150	Cembrene A synthase
4.2.3.151	Pentamethylcyclopentadecatrienol synthase
4.2.3.152	2-epi-5-epi-valiolone synthase
4.2.3.153	(5-formylfuran-3-yl)methyl phosphate synthase
4.2.99.1	Transferred entry: 4.2.2.1
4.2.99.2	Transferred entry: 4.2.3.1
4.2.99.3	Transferred entry: 4.2.2.2
4.2.99.4	Transferred entry: 4.2.2.3
4.2.99.5	Deleted entry
4.2.99.6	Transferred entry: 4.2.2.5, 4.2.2.20 and 4.2.2.21
4.2.99.7	Transferred entry: 4.2.3.2
4.2.99.8	Transferred entry: 2.5.1.47
4.2.99.9	Transferred entry: 2.5.1.48
4.2.99.10	Transferred entry: 2.5.1.49
4.2.99.11	Transferred entry: 4.2.3.3
4.2.99.12	Carboxymethyloxysuccinate lyase
4.2.99.13	Transferred entry: 2.5.1.50
4.2.99.14	Transferred entry: 2.5.1.51
4.2.99.15	Transferred entry: 2.5.1.52
4.2.99.16	Transferred entry: 2.5.1.53
4.2.99.17	Transferred entry: 2.5.1.51
4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase
4.2.99.19	Transferred entry: 4.4.1.23
4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
4.2.99.21	Isochorismate lyase
4.2.99.22	Tuliposide A-converting enzyme
4.3.1.1	Aspartate ammonia-lyase
4.3.1.2	Methylaspartate ammonia-lyase
4.3.1.3	Histidine ammonia-lyase
4.3.1.4	Formimidoyltetrahydrofolate cyclodeaminase
4.3.1.5	Transferred entry: 4.3.1.23, 4.3.1.24 and 4.3.1.25
4.3.1.6	Beta-alanyl-CoA ammonia-lyase
4.3.1.7	Ethanolamine ammonia-lyase
4.3.1.8	Transferred entry: 2.5.1.61
4.3.1.9	Glucosaminate ammonia-lyase
4.3.1.10	Serine-sulfate ammonia-lyase
4.3.1.11	Deleted entry
4.3.1.12	Ornithine cyclodeaminase
4.3.1.13	Carbamoyl-serine ammonia-lyase
4.3.1.14	3-aminobutyryl-CoA ammonia-lyase
4.3.1.15	Diaminopropionate ammonia-lyase
4.3.1.16	Threo-3-hydroxy-L-aspartate ammonia-lyase
4.3.1.17	L-serine ammonia-lyase
4.3.1.18	D-serine ammonia-lyase
4.3.1.19	Threonine ammonia-lyase
4.3.1.20	Erythro-3-hydroxy-L-aspartate ammonia-lyase
4.3.1.21	Transferred entry: 4.3.1.9
4.3.1.22	3,4-dihydroxyphenylalanine reductive deaminase
4.3.1.23	Tyrosine ammonia-lyase
4.3.1.24	Phenylalanine ammonia-lyase
4.3.1.25	Phenylalanine/tyrosine ammonia-lyase
4.3.1.26	Transferred entry: 1.21.3.9
4.3.1.27	Threo-3-hydroxy-D-aspartate ammonia-lyase
4.3.1.28	L-lysine cyclodeaminase
4.3.1.29	D-glucosaminate-6-phosphate ammonia lyase
4.3.1.30	dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase
4.3.2.1	Argininosuccinate lyase
4.3.2.2	Adenylosuccinate lyase
4.3.2.3	Ureidoglycolate lyase
4.3.2.4	Purine imidazole-ring cyclase
4.3.2.5	Peptidylamidoglycolate lyase
4.3.2.6	Gamma-L-glutamyl-butirosin B gamma-glutamyl cyclotransferase
4.3.3.1	3-ketovalidoxylamine C-N-lyase
4.3.3.2	Strictosidine synthase
4.3.3.3	Deacetylisoipecoside synthase
4.3.3.4	Deacetylipecoside synthase
4.3.3.5	4'-demethylrebeccamycin synthase
4.3.3.6	Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)
4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase
4.3.99.1	Transferred entry: 4.2.1.104
4.3.99.2	Carboxybiotin decarboxylase
4.3.99.3	7-carboxy-7-deazaguanine synthase
4.3.99.4	Choline trimethylamine-lyase
4.4.1.1	Cystathionine gamma-lyase
4.4.1.2	Homocysteine desulfhydrase
4.4.1.3	Dimethylpropiothetin dethiomethylase
4.4.1.4	Alliin lyase
4.4.1.5	Lactoylglutathione lyase
4.4.1.6	S-alkylcysteine lyase
4.4.1.7	Transferred entry: 2.5.1.18
4.4.1.8	Cystathionine beta-lyase
4.4.1.9	L-3-cyanoalanine synthase
4.4.1.10	Cysteine lyase
4.4.1.11	Methionine gamma-lyase
4.4.1.12	Deleted entry
4.4.1.13	Cysteine-S-conjugate beta-lyase
4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
4.4.1.15	D-cysteine desulfhydrase
4.4.1.16	Selenocysteine lyase
4.4.1.17	Holocytochrome-c synthase
4.4.1.18	Transferred entry: 1.8.3.5
4.4.1.19	Phosphosulfolactate synthase
4.4.1.20	Leukotriene-C(4) synthase
4.4.1.21	S-ribosylhomocysteine lyase
4.4.1.22	S-(hydroxymethyl)glutathione synthase
4.4.1.23	2-hydroxypropyl-CoM lyase
4.4.1.24	(2R)-sulfolactate sulfo-lyase
4.4.1.25	L-cysteate sulfo-lyase
4.4.1.26	Olivetolic acid cyclase
4.4.1.27	Carbon disulfide lyase
4.4.1.28	L-cysteine desulfidase
4.4.1.29	Phycobiliprotein cysteine-84 phycobilin lyase
4.4.1.30	Phycobiliprotein beta-cysteine-155 phycobilin lyase
4.4.1.31	Phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase
4.4.1.32	C-phycocyanin alpha-cysteine-84 phycocyanobilin lyase
4.4.1.33	R-phycocyanin alpha-cysteine-84 phycourobilin lyase/isomerase
4.5.1.1	DDT-dehydrochlorinase
4.5.1.2	3-chloro-D-alanine dehydrochlorinase
4.5.1.3	Dichloromethane dehalogenase
4.5.1.4	L-2-amino-4-chloropent-4-enoate dehydrochlorinase
4.5.1.5	S-carboxymethylcysteine synthase
4.6.1.1	Adenylate cyclase
4.6.1.2	Guanylate cyclase
4.6.1.3	Transferred entry: 4.2.3.4
4.6.1.4	Transferred entry: 4.2.3.5
4.6.1.5	Transferred entry: 4.2.3.7
4.6.1.6	Cytidylate cyclase
4.6.1.7	Transferred entry: 4.2.3.8
4.6.1.8	Transferred entry: 4.2.3.10
4.6.1.9	Transferred entry: 4.2.3.11
4.6.1.10	Transferred entry: 4.2.3.12
4.6.1.11	Transferred entry: 4.2.3.13
4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
4.6.1.13	Phosphatidylinositol diacylglycerol-lyase
4.6.1.14	Glycosylphosphatidylinositol diacylglycerol-lyase
4.6.1.15	FAD-AMP lyase (cyclizing)
4.6.1.16	tRNA-intron lyase
4.7.1.1	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase
4.99.1.1	Protoporphyrin ferrochelatase
4.99.1.2	Alkylmercury lyase
4.99.1.3	Sirohydrochlorin cobaltochelatase
4.99.1.4	Sirohydrochlorin ferrochelatase
4.99.1.5	Aliphatic aldoxime dehydratase
4.99.1.6	Indoleacetaldoxime dehydratase
4.99.1.7	Phenylacetaldoxime dehydratase
4.99.1.8	Heme ligase
5.1.1.1	Alanine racemase
5.1.1.2	Methionine racemase
5.1.1.3	Glutamate racemase
5.1.1.4	Proline racemase
5.1.1.5	Lysine racemase
5.1.1.6	Threonine racemase
5.1.1.7	Diaminopimelate epimerase
5.1.1.8	4-hydroxyproline epimerase
5.1.1.9	Arginine racemase
5.1.1.10	Amino-acid racemase
5.1.1.11	Phenylalanine racemase (ATP-hydrolyzing)
5.1.1.12	Ornithine racemase
5.1.1.13	Aspartate racemase
5.1.1.14	Nocardicin-A epimerase
5.1.1.15	2-aminohexano-6-lactam racemase
5.1.1.16	Protein-serine epimerase
5.1.1.17	Isopenicillin-N epimerase
5.1.1.18	Serine racemase
5.1.1.19	O-ureido-serine racemase
5.1.1.20	L-Ala-D/L-Glu epimerase
5.1.1.21	Isoleucine 2-epimerase
5.1.2.1	Lactate racemase
5.1.2.2	Mandelate racemase
5.1.2.3	3-hydroxybutyryl-CoA epimerase
5.1.2.4	Acetoin racemase
5.1.2.5	Tartrate epimerase
5.1.2.6	Isocitrate epimerase
5.1.3.1	Ribulose-phosphate 3-epimerase
5.1.3.2	UDP-glucose 4-epimerase
5.1.3.3	Aldose 1-epimerase
5.1.3.4	L-ribulose-5-phosphate 4-epimerase
5.1.3.5	UDP-arabinose 4-epimerase
5.1.3.6	UDP-glucuronate 4-epimerase
5.1.3.7	UDP-N-acetylglucosamine 4-epimerase
5.1.3.8	N-acylglucosamine 2-epimerase
5.1.3.9	N-acylglucosamine-6-phosphate 2-epimerase
5.1.3.10	CDP-paratose 2-epimerase
5.1.3.11	Cellobiose epimerase
5.1.3.12	UDP-glucuronate 5'-epimerase
5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase
5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
5.1.3.15	Glucose-6-phosphate 1-epimerase
5.1.3.16	UDP-glucosamine 4-epimerase
5.1.3.17	Heparosan-N-sulfate-glucuronate 5-epimerase
5.1.3.18	GDP-mannose 3,5-epimerase
5.1.3.19	Chondroitin-glucuronate 5-epimerase
5.1.3.20	ADP-glyceromanno-heptose 6-epimerase
5.1.3.21	Maltose epimerase
5.1.3.22	L-ribulose-5-phosphate 3-epimerase
5.1.3.23	UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase
5.1.3.24	N-acetylneuraminate epimerase
5.1.3.25	dTDP-L-rhamnose 4-epimerase
5.1.3.26	4-epimerase
5.1.3.27	dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase
5.1.3.28	UDP-N-acetyl-L-fucosamine synthase
5.1.3.29	L-fucose mutarotase
5.1.3.30	D-psicose 3-epimerase
5.1.3.31	D-tagatose 3-epimerase
5.1.3.32	L-rhamnose mutarotase
5.1.3.33	2-epi-5-epi-valiolone epimerase
5.1.3.34	Monoglucosyldiacylglycerol epimerase
5.1.3.35	2-epi-5-epi-valiolone 7-phosphate 2-epimerase
5.1.3.36	Heparosan-glucuronate 5-epimerase
5.1.3.37	Mannuronan 5-epimerase
5.1.99.1	Methylmalonyl-CoA epimerase
5.1.99.2	16-hydroxysteroid epimerase
5.1.99.3	Allantoin racemase
5.1.99.4	Alpha-methylacyl-CoA racemase
5.1.99.5	Hydantoin racemase
5.1.99.6	NAD(P)H-hydrate epimerase
5.1.99.7	Dihydroneopterin triphosphate 2'-epimerase
5.1.99.8	7,8-dihydroneopterin epimerase
5.2.1.1	Maleate isomerase
5.2.1.2	Maleylacetoacetate isomerase
5.2.1.3	Deleted entry
5.2.1.4	Maleylpyruvate isomerase
5.2.1.5	Linoleate isomerase
5.2.1.6	Furylfuramide isomerase
5.2.1.7	Transferred entry: 3.1.1.64
5.2.1.8	Peptidylprolyl isomerase
5.2.1.9	Farnesol 2-isomerase
5.2.1.10	2-chloro-4-carboxymethylenebut-2-en-1,4-olide isomerase
5.2.1.11	Deleted entry
5.2.1.12	Zeta-carotene isomerase
5.2.1.13	Prolycopene isomerase
5.2.1.14	Beta-carotene isomerase
5.3.1.1	Triose-phosphate isomerase
5.3.1.2	Deleted entry
5.3.1.3	D-arabinose isomerase
5.3.1.4	L-arabinose isomerase
5.3.1.5	Xylose isomerase
5.3.1.6	Ribose-5-phosphate isomerase
5.3.1.7	Mannose isomerase
5.3.1.8	Mannose-6-phosphate isomerase
5.3.1.9	Glucose-6-phosphate isomerase
5.3.1.10	Transferred entry: 3.5.99.6
5.3.1.11	Deleted entry
5.3.1.12	Glucuronate isomerase
5.3.1.13	Arabinose-5-phosphate isomerase
5.3.1.14	L-rhamnose isomerase
5.3.1.15	D-lyxose ketol-isomerase
5.3.1.16	isomerase
5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase
5.3.1.18	Deleted entry
5.3.1.19	Transferred entry: 2.6.1.16
5.3.1.20	Ribose isomerase
5.3.1.21	Corticosteroid side-chain-isomerase
5.3.1.22	Hydroxypyruvate isomerase
5.3.1.23	S-methyl-5-thioribose-1-phosphate isomerase
5.3.1.24	Phosphoribosylanthranilate isomerase
5.3.1.25	L-fucose isomerase
5.3.1.26	Galactose-6-phosphate isomerase
5.3.1.27	6-phospho-3-hexuloisomerase
5.3.1.28	D-sedoheptulose 7-phosphate isomerase
5.3.1.29	Ribose 1,5-bisphosphate isomerase
5.3.1.30	5-deoxy-glucuronate isomerase
5.3.1.31	Sulfoquinovose isomerase
5.3.1.32	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
5.3.2.1	Phenylpyruvate tautomerase
5.3.2.2	Oxaloacetate tautomerase
5.3.2.3	deoxy-alpha-D-galactopyranose-forming)
5.3.2.4	deoxy-alpha-D-glucopyranose-forming)
5.3.2.5	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
5.3.2.6	2-hydroxymuconate tautomerase
5.3.2.7	Ascopyrone tautomerase
5.3.2.8	4-oxalomesaconate tautomerase
5.3.3.1	Steroid Delta-isomerase
5.3.3.2	Isopentenyl-diphosphate Delta-isomerase
5.3.3.3	Vinylacetyl-CoA Delta-isomerase
5.3.3.4	Muconolactone Delta-isomerase
5.3.3.5	Cholestenol Delta-isomerase
5.3.3.6	Methylitaconate Delta-isomerase
5.3.3.7	Aconitate Delta-isomerase
5.3.3.8	Dodecenoyl-CoA isomerase
5.3.3.9	Prostaglandin-A(1) Delta-isomerase
5.3.3.10	5-carboxymethyl-2-hydroxymuconate Delta-isomerase
5.3.3.11	Isopiperitenone Delta-isomerase
5.3.3.12	L-dopachrome isomerase
5.3.3.13	Polyenoic fatty acid isomerase
5.3.3.14	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
5.3.3.15	Transferred entry: 5.3.2.7
5.3.3.16	Transferred entry: 5.3.2.8
5.3.3.17	Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
5.3.3.18	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase
5.3.3.19	3-((4R)-4-hydroxycyclohexa-1,5-dien-1-yl)-2-oxopropanoate isomerase
5.3.4.1	Protein disulfide-isomerase
5.3.99.1	Deleted entry
5.3.99.2	Prostaglandin-D synthase
5.3.99.3	Prostaglandin-E synthase
5.3.99.4	Prostaglandin-I synthase
5.3.99.5	Thromboxane-A synthase
5.3.99.6	Allene-oxide cyclase
5.3.99.7	Styrene-oxide isomerase
5.3.99.8	Capsanthin/capsorubin synthase
5.3.99.9	Neoxanthin synthase
5.3.99.10	Thiazole tautomerase
5.3.99.11	2-keto-myo-inositol isomerase
5.4.1.1	Lysolecithin acylmutase
5.4.1.2	Transferred entry: 5.4.99.61
5.4.1.3	2-methylfumaryl-CoA isomerase
5.4.1.4	D-galactarolactone isomerase
5.4.2.1	Transferred entry: 5.4.2.11 and 5.4.2.12
5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)
5.4.2.3	Phosphoacetylglucosamine mutase
5.4.2.4	Bisphosphoglycerate mutase
5.4.2.5	Phosphoglucomutase (glucose-cofactor)
5.4.2.6	Beta-phosphoglucomutase
5.4.2.7	Phosphopentomutase
5.4.2.8	Phosphomannomutase
5.4.2.9	Phosphoenolpyruvate mutase
5.4.2.10	Phosphoglucosamine mutase
5.4.2.11	Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)
5.4.2.12	Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)
5.4.3.1	Deleted entry
5.4.3.2	Lysine 2,3-aminomutase
5.4.3.3	Beta-lysine 5,6-aminomutase
5.4.3.4	D-lysine 5,6-aminomutase
5.4.3.5	D-ornithine 4,5-aminomutase
5.4.3.6	Tyrosine 2,3-aminomutase
5.4.3.7	Leucine 2,3-aminomutase
5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase
5.4.3.9	Glutamate 2,3-aminomutase
5.4.3.10	Phenylalanine aminomutase (L-beta-phenylalanine forming)
5.4.3.11	Phenylalanine aminomutase (D-beta-phenylalanine forming)
5.4.4.1	(Hydroxyamino)benzene mutase
5.4.4.2	Isochorismate synthase
5.4.4.3	3-(hydroxyamino)phenol mutase
5.4.4.4	Geraniol isomerase
5.4.4.5	9,12-octadecadienoate 8-hydroperoxide 8R-isomerase
5.4.4.6	9,12-octadecadienoate 8-hydroperoxide 8S-isomerase
5.4.4.7	Hydroperoxy icosatetraenoate isomerase
5.4.99.1	Methylaspartate mutase
5.4.99.2	Methylmalonyl-CoA mutase
5.4.99.3	2-acetolactate mutase
5.4.99.4	2-methyleneglutarate mutase
5.4.99.5	Chorismate mutase
5.4.99.6	Transferred entry: 5.4.4.2
5.4.99.7	Lanosterol synthase
5.4.99.8	Cycloartenol synthase
5.4.99.9	UDP-galactopyranose mutase
5.4.99.10	Transferred entry: 5.4.99.11
5.4.99.11	Isomaltulose synthase
5.4.99.12	tRNA pseudouridine(38-40) synthase
5.4.99.13	Isobutyryl-CoA mutase
5.4.99.14	4-carboxymethyl-4-methylbutenolide mutase
5.4.99.15	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase
5.4.99.16	Maltose alpha-D-glucosyltransferase
5.4.99.17	Squalene--hopene cyclase
5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase
5.4.99.19	16S rRNA pseudouridine(516) synthase
5.4.99.20	23S rRNA pseudouridine(2457) synthase
